City,Pincode,Has Cod,Has Prepaid,Has Reverse,Shiprocket Delivery Zone,Routing Code,State
CHURU,331517,1,1,1,z_d,,RAJASTHAN
CHURU,331518,1,1,1,z_d,,RAJASTHAN
Sidhmukh,331701,1,1,1,z_d,HSR/IND,RAJASTHAN
SADULPUR,331715,1,1,1,z_d,HR/SOH/SDL,RAJASTHAN
CHURU,331801,1,1,1,z_d,,RAJASTHAN
Ratangarh,331802,1,1,1,z_d,SIK/SII,RAJASTHAN
Shri Dungargarh,331803,1,1,1,z_d,SIK/CNT,RAJASTHAN
SRI DUNGARGARH,331804,1,1,1,z_d,RJ/JAH/SDG,RAJASTHAN
SRI DUNGARGARH,331805,1,1,1,z_d,RJ/JAH/SDG,RAJASTHAN
CHURU,331811,1,1,1,z_d,,RAJASTHAN
Sikar,332001,1,1,1,z_d,SIKCRT,RAJASTHAN
SIKAR,332002,1,1,1,z_d,,RAJASTHAN
SIKAR,332021,1,1,1,z_d,,RAJASTHAN
Sikar,332022,1,1,1,z_d,SIKCRT,RAJASTHAN
Ramgarh-RJ,332023,1,1,1,z_d,SIK/CNT,RAJASTHAN
Sikar,332024,1,1,1,z_d,SIKCRT,RAJASTHAN
Ramgarh-RJ,332025,1,1,1,z_d,SIK/CNT,RAJASTHAN
SIKAR,332026,1,1,1,z_d,,RAJASTHAN
Sikar,332027,1,1,1,z_d,SIKCRT,RAJASTHAN
SIKAR,332028,1,1,1,z_d,,RAJASTHAN
SIKAR,332029,1,1,1,z_d,,RAJASTHAN
Ramgarh-RJ,332030,1,1,1,z_d,SIK/CNT,RAJASTHAN
SIKAR,332031,1,1,1,z_d,,RAJASTHAN
Sikar,332032,1,1,1,z_d,SIKCRT,RAJASTHAN
SIKAR,332033,1,1,1,z_d,RJ/JAH/SIK,RAJASTHAN
SIKAR,332034,1,1,1,z_d,RJ/JAH/SIK,RAJASTHAN
SIKAR,332035,1,1,1,z_d,RJ/JAH/SIK,RAJASTHAN
SIKAR,332036,1,1,1,z_d,RJ/JAH/SIK,RAJASTHAN
SIKAR,332037,1,1,1,z_d,RJ/JAH/SIK,RAJASTHAN
Sikar,332038,1,1,1,z_d,SIKR_REC,Rajasthan
Sikar,332039,1,1,1,z_d,SIKCRT,RAJASTHAN
SIKAR,332040,1,1,1,z_d,RJ/JAH/SIK,RAJASTHAN
SIKAR,332041,1,1,1,z_d,,RAJASTHAN
SIKAR,332042,1,1,1,z_d,,RAJASTHAN
Sikar,332043,1,1,1,z_d,SIKCRT,RAJASTHAN
Sikar,332044,1,1,1,z_d,SIKR_REC,Rajasthan
SIKAR,332045,1,1,1,z_d,RJ/JAH/SIK,RAJASTHAN
Fatehpur-RJ,332301,1,1,1,z_d,SIK/CNT,RAJASTHAN
Fatehpur-RJ,332302,1,1,1,z_d,SIK/CNT,RAJASTHAN
Deenwa,332303,1,1,1,z_d,SIK/SII,RAJASTHAN
SIKAR,332304,1,1,1,z_d,,RAJASTHAN
Deenwa,332305,1,1,1,z_d,SIK/SII,RAJASTHAN
FATEHPUR-RJ,332306,1,1,1,z_d,RJ/JAH/FAT,RAJASTHAN
Deenwa,332307,1,1,1,z_d,SIK/SII,RAJASTHAN
FATEHPUR-RJ,332308,1,1,1,z_d,RJ/JAH/FAT,RAJASTHAN
Laxmangarh-RJ,332311,1,1,1,z_d,SIK/CNT,RAJASTHAN
SIKAR,332312,1,1,1,z_d,,RAJASTHAN
LAXMANGARH,332313,1,1,1,z_d,RJ/JAH/LAX,RAJASTHAN
LAXMANGARH,332314,1,1,1,z_d,RJ/JAH/LAX,RAJASTHAN
Laxmangarh-RJ,332315,1,1,1,z_d,SIK/CNT,RAJASTHAN
Balaran,332316,1,1,1,z_d,SIK/CNT,RAJASTHAN
Laxmangarh-RJ,332317,1,1,1,z_d,SIK/CNT,RAJASTHAN
Laxmangarh-RJ,332318,1,1,1,z_d,SIK/CNT,RAJASTHAN
LAXMANGARH,332400,1,1,1,z_d,RJ/JAH/LAX,RAJASTHAN
Balaran,332401,1,1,1,z_d,BLR/WRD,RAJASTHAN
Khandela,332402,1,1,1,z_d,SIK/CNT,RAJASTHAN
Bajore,332403,1,1,1,z_d,SIK/CNT,RAJASTHAN
Reengus,332404,1,1,1,z_d,JAI/HUB,RAJASTHAN
